strategy,machine_type,elec_cost,day,n_machines,BTC,USD,price,global_hash_rate,global_mining_rev_btc,machine_hash_rate,machine_wattage,user_hash_rate,revenue_btc,expense_usd,total_position_usd
Long BTC,Antminer S17,0.04,87,227.0,5.29941256107713,0.0,35607.45664793898,189755954.52,1044.0516958234866,56.0,2.5200000000000014,12712.0,0.0721339157287185,549.1584000000001,200104.06693250348
Long BTC,Antminer S17,0.04,88,227.0,5.34191062553891,0.0,35694.8727352116,189915196.88,1044.0548120224876,56.0,2.5200000000000014,12712.0,0.07237254620868488,549.1584000000001,202495.2853660976
Long BTC,Antminer S17,0.04,89,227.0,5.384288202377551,0.0,34389.274541079074,189910375.16,1044.0533728735525,56.0,2.5200000000000014,12712.0,0.07261175831104782,549.1584000000001,196487.21170756916
Long BTC,Antminer S17,0.04,90,227.0,5.426201532659173,0.0,33472.97818742436,189931118.44,1044.05150979022,56.0,2.5200000000000014,12712.0,0.07265405053084409,549.1584000000001,193157.2658381044
Long BTC,Antminer S17,0.04,91,227.0,5.468096057771609,0.0,34083.806183935594,189724320.72,1044.053366351432,56.0,2.5200000000000014,12712.0,0.07275282190128238,549.1584000000001,198891.26638191007
Long BTC,Antminer S17,0.04,92,227.0,5.510966238426234,0.0,34515.48603303354,188373556.2,1044.0538648226475,56.0,2.5200000000000014,12712.0,0.07341384780759941,549.1584000000001,203158.47013823077
Long BTC,Antminer S17,0.04,93,227.0,5.554606497237371,0.0,34349.89082438683,187864318.24,1044.0505703511237,56.0,2.5200000000000014,12712.0,0.07365504154664733,549.1584000000001,204153.92033382936
Long BTC,Antminer S17,0.04,94,227.0,5.59855242396648,0.0,33743.01985094078,187893672.6,1044.0519361472357,56.0,2.5200000000000014,12712.0,0.07368266608786675,549.1584000000001,201796.60437919054
Long BTC,Antminer S17,0.04,95,227.0,5.642038349884608,0.0,32424.045115978195,187749861.56,1044.0536281485477,56.0,2.5200000000000014,12712.0,0.07379411530489795,549.1584000000001,194830.1960030396
Long BTC,Antminer S17,0.04,96,227.0,5.685181347437838,0.0,32201.99213116615,187699689.28,1044.053279111779,56.0,2.5200000000000014,12712.0,0.07388143033340208,549.1584000000001,195485.5859641948
Long BTC,Antminer S17,0.04,97,227.0,5.728261582829872,0.0,32341.630499131523,188665650.56,1044.056041300206,56.0,2.5200000000000014,12712.0,0.07351530791290388,549.1584000000001,198070.19378726222
Long BTC,Antminer S17,0.04,98,227.0,5.769643685951621,0.0,30606.660861601544,187996551.6,1044.0530382102665,56.0,2.5200000000000014,12712.0,0.07382668313179878,549.1584000000001,188314.0126793746
Long BTC,Antminer S17,0.04,99,227.0,5.811542894024918,0.0,30514.821803635903,188496596.0,1044.0515890209383,56.0,2.5200000000000014,12712.0,0.07375176418288791,549.1584000000001,189051.61912810444
Long BTC,Antminer S17,0.04,100,227.0,5.853494694113744,0.0,31173.742603272844,188618037.16,1044.0509637681423,56.0,2.5200000000000014,12712.0,0.07404342801482272,549.1584000000001,195072.33035264723
Long BTC,Antminer S17,0.07,0,227.0,0.0,0.0,62869.495587375786,155915066.0,1044.0472459376929,56.0,2.5200000000000014,12712.0,0.08512281032777132,961.0272000000003,0.0
Long BTC,Antminer S17,0.07,1,227.0,0.06994130637653993,0.0,63801.248885715184,155915066.0,1044.0554955132884,56.0,2.5200000000000014,12712.0,0.08512348292861524,961.0272000000003,4469.956976385271
Long BTC,Antminer S17,0.07,2,227.0,0.13941337748483704,0.0,62422.53055829017,155915066.0,1044.0553190014134,56.0,2.5200000000000014,12712.0,0.08512346853732508,961.0272000000003,8725.027233238103
Long BTC,Antminer S17,0.07,3,227.0,0.20868120310757765,0.0,61982.02523695105,155915066.0,1044.053237694432,56.0,2.5200000000000014,12712.0,0.08512329884510084,961.0272000000003,12974.726906249136
Long BTC,Antminer S17,0.07,4,227.0,0.2780450045704734,0.0,63137.3029745524,155915066.0,1044.0469857879245,56.0,2.5200000000000014,12712.0,0.08512278911735253,961.0272000000003,17633.809294086914
Long BTC,Antminer S17,0.07,5,227.0,0.34760107139710966,0.0,64212.87690686015,155915066.0,1044.053171576411,56.0,2.5200000000000014,12712.0,0.08512329345439483,961.0272000000003,22439.524935327318
Long BTC,Antminer S17,0.07,6,227.0,0.416528978252275,0.0,61454.92804629285,155915066.0,1044.0522928287937,56.0,2.5200000000000014,12712.0,0.08512322180872264,961.0272000000003,25726.95035414614
Long BTC,Antminer S17,0.07,7,227.0,0.4857231270776365,0.0,62951.25147377559,155915066.0,1044.0511596912393,56.0,2.5200000000000014,12712.0,0.08512312942223961,961.0272000000003,30743.879216415276
Long BTC,Antminer S17,0.07,8,227.0,0.5546853108505106,0.0,62631.343977845914,155915066.0,1044.0536202486371,56.0,2.5200000000000014,12712.0,0.08512333003534549,961.0272000000003,34950.68234601227
Long BTC,Antminer S17,0.07,9,227.0,0.623771914279095,0.0,63867.41526775052,155915066.0,1044.0499477765557,56.0,2.5200000000000014,12712.0,0.08512303061293368,961.0272000000003,40131.22915019653
Long BTC,Antminer S17,0.07,10,227.0,0.6926903533157355,0.0,62888.612737255695,155915066.0,1044.0511601115718,56.0,2.5200000000000014,12712.0,0.08512312945651,961.0272000000003,43867.93565223419
Long BTC,Antminer S17,0.07,11,227.0,0.7611254412526688,0.0,61661.40800396596,155915066.0,1044.056265434014,56.0,2.5200000000000014,12712.0,0.08512354570146019,961.0272000000003,47331.68459581637
Long BTC,Antminer S17,0.07,12,227.0,0.8294659888879589,0.0,61493.35947017396,155915066.0,1044.052118741076,56.0,2.5200000000000014,12712.0,0.08512320761507781,961.0272000000003,51483.10607049927
Long BTC,Antminer S17,0.07,13,227.0,0.8970552129377891,0.0,61131.382230382005,155915066.0,1044.0491517180913,56.0,2.5200000000000014,12712.0,0.08512296570903784,961.0272000000003,55530.5476858342
Long BTC,Antminer S17,0.07,14,227.0,0.9645255884772516,0.0,61361.996771260034,155915066.0,1044.055606820008,56.0,2.5200000000000014,12712.0,0.08512349200362677,961.0272000000003,60010.51862605354
Long BTC,Antminer S17,0.07,15,227.0,1.0319807392030802,0.0,60885.588883453835,159490741.36,1044.0516443870238,56.0,2.5200000000000014,12712.0,0.08321507280865309,961.0272000000003,63720.017626142
Long BTC,Antminer S17,0.07,16,227.0,1.0969550419506318,0.0,60343.08553096327,159699030.48,1044.0479430525288,56.0,2.5200000000000014,12712.0,0.08310644611340626,961.0272000000003,67264.93452018024
Long BTC,Antminer S17,0.07,17,227.0,1.1617547331261064,0.0,62848.30185074299,159841647.56,1044.055660655575,56.0,2.5200000000000014,12712.0,0.08303304832994902,961.0272000000003,74493.23203540772
Long BTC,Antminer S17,0.07,18,227.0,1.22676412889635,0.0,62068.76430125128,159913439.48,1044.0524247123913,56.0,2.5200000000000014,12712.0,0.08299574387626292,961.0272000000003,77550.82194081173
Long BTC,Antminer S17,0.07,19,227.0,1.2921326614231439,0.0,63139.86298165551,159969082.2,1044.0509516578177,56.0,2.5200000000000014,12712.0,0.08296681293814012,961.0272000000003,83148.89234228416
Long BTC,Antminer S17,0.07,20,227.0,1.3574933610604873,0.0,62265.62229285864,160061988.08,1044.050398852992,56.0,2.5200000000000014,12712.0,0.08291864207545915,961.0272000000003,86103.42149557987
Long BTC,Antminer S17,0.07,21,227.0,1.4223655132682658,0.0,61375.084779119294,160147814.88,1044.0509846219898,56.0,2.5200000000000014,12712.0,0.08287450005286937,961.0272000000003,89040.96495949743
Long BTC,Antminer S17,0.07,22,227.0,1.4878165611303524,0.0,62617.99837237677,162503722.32,1044.0494911874912,56.0,2.5200000000000014,12712.0,0.0816737060847277,961.0272000000003,94927.76612292232
Long BTC,Antminer S17,0.07,23,227.0,1.5518337904419721,0.0,62220.18389475358,162720637.56,1044.0552154288816,56.0,2.5200000000000014,12712.0,0.08156564738447714,961.0272000000003,98389.76334329389
Long BTC,Antminer S17,0.07,24,227.0,1.6150355306023654,0.0,61279.60730974472,162892704.32,1044.0471153198528,56.0,2.5200000000000014,12712.0,0.08147892532452321,961.0272000000003,101159.24029881653
Long BTC,Antminer S17,0.07,25,227.0,1.6775334129202093,0.0,59673.31786679763,162988832.56,1044.0500987080295,56.0,2.5200000000000014,12712.0,0.08143126165044633,961.0272000000003,102597.24082747268
Long BTC,Antminer S17,0.07,26,227.0,1.7397363613574917,0.0,60674.47367042657,163074387.6,1044.051658150602,56.0,2.5200000000000014,12712.0,0.08138874421279416,961.0272000000003,108456.74453417331
Long BTC,Antminer S17,0.07,27,227.0,1.8011767027281433,0.0,56749.39917549654,163267619.88,1044.0551967131669,56.0,2.5200000000000014,12712.0,0.08129334612909847,961.0272000000003,104778.04427706765
Long BTC,Antminer S17,0.07,28,227.0,1.8618712131161157,0.0,55124.982404587696,163451060.84,1044.051495836024,56.0,2.5200000000000014,12712.0,0.0812023899322874,961.0272000000003,105304.35746697355
Long BTC,Antminer S17,0.07,29,227.0,1.9225763510311211,0.0,55400.15826454336,166571946.32,1044.0531634640047,56.0,2.5200000000000014,12712.0,0.07968228394456434,961.0272000000003,109414.13347434712
Long BTC,Antminer S17,0.07,30,227.0,1.9811914617084256,0.0,54123.89951609809,167094006.6,1044.0550561594782,56.0,2.5200000000000014,12712.0,0.07943565585585209,961.0272000000003,110340.26080541075
Long BTC,Antminer S17,0.07,31,227.0,2.039240443536727,0.0,55333.8449707558,167443251.64,1044.0536518637125,56.0,2.5200000000000014,12712.0,0.07927160016984089,961.0272000000003,116539.21904907847
